id,name
957,"Brehmer, M."
958,"Jansen, Y."
959,"Bakke, E."
960,"Karger, D.R."
961,"Miller, R.C."
962,"Vendettuoli, M."
963,"Goodwin, S."
964,"Jones, S."
965,"Dillingham, I."
966,"Dove, G."
967,"Duffy, A."
968,"Kachkaev, A."
969,"Rufiange, S."
970,Donghao Ren
971,Zuchao Wang
972,Cong Guo
973,"Mears, C."
974,"Kalkofen, D."
975,"Gratzl, S."
976,"Wassermann, A.M."
977,"Borkin, M.A."
978,"Yeh, C.S."
979,"Boyd, M."
980,"Macko, P."
981,"Gajos, K.Z."
982,"Seltzer, M."
983,"Im, J.-F."
984,"Leung, R."
985,"Fekete, J.-D."
986,"Jakobsen, M.R."
987,"Sahlemariam Haile, Y."
988,"Knudsen, S."
989,"Hornbaek, K."
990,"Gehlenborg, N."
991,"Klosowski, J.T."
992,"Scheidegger, C."
993,"Lehmann, D.J."
994,"Theisel, H."
995,"Correll, M."
996,"Nothelfer, C."
997,"Franconeri, S."
998,"Alsallakh, B."
999,"Aigner, W."
1000,"Kazi, R.H."
1001,"Perin, C."
1002,"Vuillemot, R."
1003,Enxun Wei
1004,Mengchen Liu
1005,Yang Liu
1006,"Basole, R.C."
1007,"Clear, T."
1008,Mengdie Hu
1009,"Mehrotra, H."
1010,"Gali, G."
1011,"Ferstay, J.A."
1012,"Huron, S."
1013,"Taimouri, V."
1014,"Guerra-Gomez, J."
1015,"Pack, M.L."
1016,"Reinhardt, T."
1017,"Sambasivan, R.R."
1018,"Shafer, I."
1019,"Mazurek, M.L."
1020,"Ganger, G.R."
1021,"Vo, A.A."
1022,"Bylinskii, Z."
1023,"Isola, P."
1024,"Sunkavalli, S."
1025,"Oliva, A."
1026,"Demiralp, C.D."
1027,"Bernstein, M.S."
1028,"Harrison, L."
1029,Fumeng Yang
1030,"Gramazio, C.C."
1031,"Schloss, K.B."
1032,"Boy, J."
1033,"Rensink, R.A."
1034,"Bae, J."
1035,"Sadana, R."
1036,"Major, T."
1037,"Dove, A."
1038,"Kondo, B."
1039,"Rubio-Sanchez, M."
1040,"Sanchez, A."
1041,Xi Zhu
1042,"van Goethem, A."
1043,"Reimer, A."
1044,"Duarte, F.S.L.G."
1045,"Sikansi, F."
1046,"Fatore, F.M."
1047,"Fadel, S.G."
1048,"Tennekes, M."
1049,"de Jonge, E."
1050,"Zgraggen, E."
1051,"Zeleznik, R."
1052,"Drucker, S.M."
1053,"Armstrong, Z."
1054,"Setlur, V."
1055,"Heinzl, C."
1056,"Bruckner, S."
1057,"Beecham, R."
1058,"Kindlmann, G."
1059,"McKenna, S."
1060,"Mazur, D."
1061,"Stusak, S."
1062,"Tabard, A."
1063,"Sauka, F."
1064,"Khot, R.A."
1065,"Pandey, A.V."
1066,"Manivannan, A."
1067,"Nov, O."
1068,"Satterthwaite, M."
1069,"Netzel, R."
1070,"Saket, B."
1071,"Simonetto, P."
1072,"Kobourov, S."
1073,"Borner, K."
1074,"Fuchs, J."
1075,"Fischer, F."
1076,"Dearden, J."
1077,"Jones, M.W."
1078,"Ingram, S."
1079,"Stray, J."
1080,Zhuofeng Wu
1081,Hao Wei
1082,"Goffin, P."
1083,"van der Corput, P."
1084,"van den Elzen, S."
1085,"Kahng, M."
1086,Zhiyuan Lin
1087,"Foerster, F."
1088,"Goel, A."
1089,Duen Horng Chau
1090,Jaemin Jo
1091,Jaeseok Huh
1092,Jonghun Park
1093,"Polk, T."
1094,Yueqi Hu
1095,Ye Zhao
1096,"Jusufi, I."
1097,"Hamann, B."
1098,"Palmas, G."
1099,"Bachynskyi, M."
1100,"Oulasvirta, A."
1101,"Seidel, H.-P."
1102,"Weinkauf, T."
1103,"Al-Awami, A.K."
1104,"Beyer, J."
1105,"Kasthuri, N."
1106,"Lichtman, J.W."
1107,"Hadwiger, M."
1108,"Lehmann, Dirk J"
1109,"Theisel, Holger"
1110,"Rubio-Sánchez, Manuel"
1111,"Raya, Laura"
1112,"Díaz, Francisco"
1113,"Sanchez, Alberto"
1114,"Stahnke, Julian"
1115,"Dörk, Marian"
1116,"Müller, Boris"
1117,"Thom, Andreas"
1118,"Cohé, Aurélie"
1119,"Liutkus, Bastien"
1120,"Bailly, Gilles"
1121,"Eagan, James"
1122,"Lecolinet, Eric"
1123,"Yoghourdjian, Vahan"
1124,"Dwyer, Tim"
1125,"Gange, Graeme"
1126,"Kieffer, Steve"
1127,"Klein, Karsten"
1128,"Marriott, Kim"
1129,"Wybrow, Michael"
1130,"Wang, Yong"
1131,"Shen, Qiaomu"
1132,"Archambault, Daniel"
1133,"Zhou, Zhiguang"
1134,"Zhu, Min"
1135,"Yang, Sixiao"
1136,"Qu, Huamin"
