author_id,paper_id
700,354
186,354
701,355
702,355
703,355
704,355
705,355
477,356
659,356
706,357
406,357
635,357
707,358
708,358
709,358
710,358
711,358
712,358
713,359
714,359
715,359
716,359
717,359
590,359
595,360
609,360
300,360
718,360
719,360
720,361
721,361
722,361
723,361
724,362
688,362
327,362
725,363
726,363
727,363
728,363
729,364
406,364
730,364
611,365
271,365
731,366
525,366
650,366
652,366
732,367
733,367
734,367
735,367
578,368
37,368
656,369
75,369
736,369
657,369
737,370
477,370
738,371
739,371
740,372
741,372
717,372
742,372
588,372
589,372
590,372
743,373
271,373
744,374
745,374
746,374
747,375
477,375
499,375
532,376
535,376
536,376
545,377
525,378
748,378
749,378
344,378
750,379
439,379
440,379
751,380
392,380
398,380
653,380
752,381
753,381
754,381
755,381
756,382
757,382
758,382
748,383
432,383
759,384
760,384
761,384
205,384
762,384
763,385
515,385
764,385
519,385
516,385
242,386
765,386
580,386
766,386
534,387
595,387
609,387
300,387
743,388
271,388
767,389
768,389
671,389
769,389
770,389
563,390
771,390
186,390
313,391
772,391
535,392
773,392
532,392
536,392
774,393
775,393
776,393
777,394
778,394
779,394
780,394
781,394
782,394
783,394
784,395
785,395
786,395
787,396
788,396
138,396
789,397
790,397
162,397
791,397
792,397
158,397
793,398
794,398
702,398
701,398
705,398
659,399
795,399
477,399
796,400
748,400
797,400
798,400
718,401
719,401
713,402
716,402
714,402
590,402
799,403
800,403
477,403
801,404
802,404
803,405
804,405
805,405
806,405
807,405
808,405
809,405
657,405
758,406
810,406
811,406
812,406
813,406
814,407
815,407
816,407
394,407
817,408
818,408
536,409
532,409
535,409
819,410
158,410
820,411
738,411
739,411
821,412
822,412
823,413
532,413
824,414
825,414
826,414
827,414
593,414
828,415
829,415
191,415
830,416
592,416
831,416
832,416
745,416
647,417
396,417
833,417
758,418
834,418
757,418
756,418
813,418
720,419
722,419
788,420
835,420
269,420
836,421
837,421
838,421
833,422
647,422
592,422
839,422
396,422
796,423
697,423
840,423
841,423
842,424
843,424
844,424
588,425
717,425
845,425
846,425
847,425
848,425
590,425
849,425
850,426
851,426
701,427
829,427
702,427
703,427
705,427
852,428
344,428
748,428
853,428
854,428
514,429
855,429
856,429
857,429
774,430
858,430
859,431
860,431
861,431
862,431
863,431
864,432
865,433
801,433
866,433
867,433
868,433
563,434
771,434
186,434
707,435
869,435
870,435
871,435
872,435
873,435
290,435
874,436
609,436
300,436
525,437
534,437
748,437
344,437
875,438
876,438
877,439
878,439
879,439
880,440
881,440
158,440
882,441
362,441
754,442
656,442
75,442
883,443
884,443
611,443
885,443
728,443
886,444
887,444
888,444
889,444
553,444
890,445
595,445
429,445
300,445
891,446
892,446
893,446
894,446
895,446
896,447
716,447
814,448
815,448
556,448
394,448
747,449
499,449
722,450
897,450
898,450
721,450
899,451
900,451
663,452
901,452
902,452
903,452
625,453
457,453
453,453
904,454
313,454
480,454
639,454
905,455
906,455
362,455
907,455
583,456
908,456
587,456
909,456
910,457
313,457
595,458
534,458
612,459
748,459
797,459
911,459
846,460
588,460
717,460
912,460
913,460
590,460
754,461
914,461
75,461
915,461
784,462
916,462
917,462
273,462
535,463
534,463
429,463
532,463
890,463
536,463
918,464
919,464
920,464
37,464
921,465
922,465
923,465
327,465
140,465
625,466
191,466
791,466
792,466
924,467
925,467
926,467
927,467
290,467
928,468
929,468
930,468
931,468
932,468
933,468
852,469
525,469
934,469
748,469
344,469
119,470
935,470
936,470
427,470
937,470
938,470
740,471
939,471
362,471
940,472
941,472
942,472
943,472
944,472
945,472
946,472
947,472
948,472
949,473
449,473
460,473
713,474
715,474
950,474
951,474
717,474
590,474
774,475
952,475
748,475
525,475
242,475
775,475
953,476
376,476
954,476
191,476
955,477
624,477
627,477
956,477
957,478
75,478
935,479
958,480
609,480
959,481
960,481
961,481
722,482
962,482
963,483
532,483
964,483
965,483
966,483
967,483
968,483
536,483
535,483
969,484
392,484
663,485
970,485
971,485
972,485
432,486
748,486
583,486
973,486
754,487
75,487
406,487
701,488
703,488
974,488
702,488
975,488
976,488
705,488
657,488
977,489
978,489
979,489
980,489
981,489
982,489
657,489
983,490
392,490
984,490
534,491
609,491
546,491
595,491
985,491
986,492
987,492
988,492
989,492
986,493
989,493
975,494
701,494
990,494
657,494
702,494
778,495
991,495
992,495
993,496
994,496
838,497
995,497
996,497
997,497
998,498
999,498
272,498
273,498
865,499
801,499
867,499
868,499
525,500
1000,500
145,500
1001,501
1002,501
985,501
717,502
740,502
1003,502
1004,502
1005,502
1006,503
1007,503
1008,503
1009,503
204,503
815,504
1002,504
1010,504
1011,505
628,505
75,505
924,506
925,506
926,506
927,506
290,506
1012,507
1002,507
985,507
1013,508
646,508
1014,509
1015,509
301,509
92,509
834,510
1016,510
813,510
1017,511
1018,511
1019,511
1020,511
977,512
1021,512
1022,512
1023,512
1024,512
1025,512
657,512
1026,513
1027,513
477,513
1028,514
1029,514
997,514
600,514
1030,515
1031,515
728,515
1032,516
1033,516
788,516
985,516
1034,517
719,517
701,518
990,518
639,518
1002,518
657,518
1035,519
1036,519
1037,519
204,519
1038,520
556,520
1039,521
1040,521
975,522
990,522
701,522
657,522
702,522
784,523
536,523
273,523
535,523
532,523
350,524
1041,524
1042,525
1043,525
738,525
535,525
1044,526
1045,526
1046,526
1047,526
592,526
1048,527
1049,527
1001,528
609,528
985,528
970,529
697,529
663,529
1012,530
958,530
344,530
1050,531
1051,531
1052,531
578,532
477,532
1053,533
268,533
995,534
838,534
563,535
1054,535
440,535
754,536
1055,536
1056,536
624,536
407,536
535,537
1057,537
532,537
1058,538
992,538
1059,539
1060,539
260,539
656,539
1061,540
1062,540
1063,540
1064,540
915,540
1065,541
1066,541
1067,541
1068,541
788,541
1069,542
758,542
813,542
1070,543
1071,543
1072,543
1073,543
815,544
609,544
997,544
1074,545
534,545
595,545
1075,545
788,545
707,546
1076,546
1077,546
957,547
1078,547
1079,547
75,547
588,548
717,548
1080,548
1081,548
1082,549
546,549
985,549
534,549
1083,550
158,550
1084,551
158,551
919,552
1085,552
1086,552
1087,552
1088,552
204,552
1089,552
1090,553
1091,553
1092,553
650,553
652,553
1093,554
302,554
1094,554
1095,554
943,555
947,555
1096,555
944,555
942,555
945,555
1097,555
1098,556
1099,556
1100,556
1101,556
1102,556
1103,557
1104,557
639,557
1105,557
1106,557
657,557
1107,557
1108,558
1109,558
1110,559
1111,559
1112,559
1113,559
1114,560
1115,560
1116,560
1117,560
1118,561
1119,561
1120,561
1121,561
1122,561
1123,562
1124,562
1125,562
1126,562
1127,562
1128,562
1126,563
1124,563
1128,563
1129,563
1130,564
1131,564
1132,564
1133,564
1134,564
1135,564
1136,564
1137,565
1138,565
1139,565
1140,565
1141,566
1142,566
1143,566
1144,566
1145,567
1146,567
1147,568
1148,568
1149,568
1150,568
1151,568
1152,568
1153,568
1154,569
1155,569
1156,569
1157,569
1140,569
1158,570
1159,570
1160,570
1161,571
1162,571
1163,571
1164,572
1165,572
1166,572
1146,572
1167,573
1168,573
1169,573
1170,573
1171,574
1172,574
1173,575
1174,575
1175,576
1176,576
1147,577
1177,577
1178,577
1179,577
1152,577
1180,578
1181,578
1182,578
1183,578
1184,578
1185,578
1186,579
1187,579
1188,579
1189,580
1190,580
1191,580
1192,580
1193,580
1194,580
1152,580
1195,580
1196,581
1197,581
1198,581
1199,581
1200,581
1201,581
1202,581
1203,581
1204,582
1205,582
1206,582
1207,582
1208,583
1209,583
1210,583
1211,583
1212,583
1174,583
1213,584
1214,584
1215,584
1174,584
1210,585
1216,585
1217,586
1132,586
1218,586
1219,587
1220,587
1221,587
1222,588
1223,588
1224,589
1225,589
1226,589
1227,589
1228,590
1229,590
1230,591
1231,591
1232,591
1233,591
1234,591
1235,592
1236,592
1237,592
1238,592
1239,593
1240,593
1241,593
1242,593
1243,594
1244,594
1245,594
1246,595
1247,595
1248,595
1249,595
1250,595
1251,595
1252,596
1253,596
1254,596
1255,596
1213,597
1209,597
1208,597
1174,597
1256,598
1257,598
1197,598
1258,598
1148,599
1259,599
1260,600
1124,600
1127,600
1261,600
1128,600
1262,600
1263,601
1175,601
1264,601
1265,601
1266,601
1267,601
1268,602
1175,602
1251,602
1269,603
1270,603
1251,603
1271,604
1272,604
1273,605
1236,605
1237,605
1238,605
1274,605
1275,606
1236,606
1273,606
1237,606
1238,606
1274,606
1276,607
1147,607
1277,607
1278,607
1151,607
1152,607
1279,608
1258,608
1196,608
1280,608
1281,608
1202,608
1203,608
1282,609
1283,609
1284,609
1285,609
1286,609
1287,609
1288,610
1289,610
1290,610
1291,611
1292,611
1293,612
1294,612
1132,612
1131,612
1136,612
1295,612
1296,613
1124,613
1235,613
1128,613
1297,614
1298,614
1299,614
1300,614
1301,614
1302,614
1303,615
1145,615
1146,615
1304,615
1305,616
1306,616
1307,616
1308,616
1309,616
1302,616
1246,617
1310,617
1142,617
1128,617
1124,617
1311,618
1312,618
1313,618
1146,618
1191,619
1314,619
1315,619
1316,619
1317,619
1318,619
1152,619
1319,620
1310,620
1320,620
1321,620
1322,620
1323,621
1324,621
1325,621
1326,622
1327,622
1328,622
1329,623
1285,623
1330,623
1287,623
1331,624
1174,624
1332,625
1333,625
1334,625
1236,625
1335,625
1336,626
1337,626
1218,626
1338,626
1339,627
1340,627
1341,627
1342,627
1218,627
1343,628
1344,628
1345,628
1180,629
1181,629
1178,629
1346,630
1347,630
1348,631
1147,631
1349,631
1350,631
1351,631
1352,631
1353,631
1354,631
1355,631
1152,631
1154,632
1155,632
1292,632
1140,632
1356,633
1191,634
1246,634
1357,634
1358,634
1359,634
1152,634
1360,635
1155,635
1361,635
1362,635
1140,635
1363,636
1302,636
1364,637
1365,637
1366,637
1367,638
1368,638
1369,638
1370,638
1371,638
1283,638
1372,639
1373,639
1374,639
1375,639
1155,640
1376,640
1377,640
1140,640
1378,641
1379,641
1380,641
1381,641
1382,641
1383,642
1384,642
1385,642
1386,643
1387,643
1388,643
1389,644
1390,644
1390,645
1391,646
1204,646
1183,647
1392,647
1170,647
1393,648
1144,648
1394,649
1395,649
1396,649
1397,650
1398,650
1399,650
1400,650
1401,650
1402,650
1403,650
1404,651
1405,651
1174,651
1406,652
1407,652
1408,652
1409,652
1308,652
1410,652
1388,652
1411,653
1412,653
1413,653
1147,654
1414,654
1152,654
1415,654
1416,655
1417,655
1418,655
1419,655
1420,655
1421,655
1422,655
1423,656
1305,656
1302,656
1308,656
1424,657
1335,657
1425,657
1426,658
1427,658
1428,658
1429,658
1430,658
1234,658
1269,659
1270,659
1251,659
1431,660
1432,660
1433,660
1434,661
1139,661
1155,661
1376,661
1377,661
1140,661
1251,662
1175,662
1158,663
1160,663
1435,663
1436,663
1437,664
1438,664
1324,664
1406,665
1439,665
1440,665
1409,665
1441,665
1442,665
1388,665
1308,665
1410,665
1142,666
1443,666
1444,666
1445,666
1446,667
1290,667
1447,668
1246,668
1448,668
1449,668
1152,668
1433,669
1173,669
1431,669
1450,669
1246,670
1451,670
1452,670
1260,670
1152,670
1453,671
1433,671
1454,672
1455,672
1456,673
1457,673
1458,674
1459,675
1457,675
1460,675
1461,676
1462,676
1463,677
1464,678
1465,678
1466,678
1467,678
1468,679
1469,679
1470,679
1471,679
1472,680
1473,681
1474,682
1475,683
1476,683
1477,684
1478,684
1479,685
1480,685
1481,686
1482,686
1483,686
1484,686
1485,687
1486,687
1487,687
1488,687
1489,688
1490,689
2,689
1491,689
1492,689
1493,690
177,690
1494,690
1495,691
1496,691
1497,691
1498,692
1499,692
1500,692
1501,692
1502,692
1503,692
1504,693
1505,693
1506,694
604,695
1507,695
1508,695
1509,696
1510,696
1511,697
1512,697
1513,697
1514,698
100,699
1515,699
1516,700
1517,700
1518,700
1519,700
1520,700
1521,701
1522,701
1523,702
1524,703
1525,704
1526,705
1527,706
1528,707
1529,707
1530,708
1531,708
1532,709
1097,709
1533,710
1534,711
1535,711
1536,711
1537,712
1538,713
1539,713
1540,714
1541,715
1542,716
1543,717
1544,718
1545,718
1546,719
1547,719
1548,720
1549,720
1550,720
1551,720
1552,721
1553,721
1554,721
1555,722
1556,722
1557,722
1558,723
1559,723
1560,723
1561,723
1562,724
1563,724
1564,724
1565,724
1566,724
1567,724
1568,725
1569,725
1570,725
1571,726
1572,726
1573,727
1574,727
1503,728
1575,728
1576,728
1577,729
1578,729
1579,729
1580,729
1581,729
1582,729
1583,729
1584,730
1585,730
1586,730
1587,730
1506,731
414,732
1588,733
1589,734
1590,734
1591,734
1592,735
1593,735
1594,736
1595,737
1596,737
1597,737
1598,737
1599,737
1600,737
1540,738
1601,739
1602,740
1603,740
1604,741
1605,741
1606,742
1607,743
1608,744
1609,744
1610,744
1611,745
1612,745
1613,745
1614,745
1615,746
1616,746
1617,746
1618,747
356,747
169,747
1619,748
1620,748
1621,748
1622,748
1544,749
1545,749
1516,750
1609,751
1608,751
1559,752
1558,752
1623,752
1624,753
1625,753
1626,753
1627,754
1628,754
1629,755
1532,756
1097,756
1630,757
1631,757
1632,757
1552,758
1553,758
1633,759
1634,759
1635,759
1636,760
1575,760
1637,761
177,761
1638,762
1639,762
1640,762
1641,762
1642,762
1643,763
92,763
1644,764
1645,764
1646,764
1647,764
1648,764
1649,764
1650,765
1548,766
1550,766
1551,766
1651,767
1652,767
1653,768
1654,768
1655,768
1656,768
1657,769
1658,769
1659,770
1660,770
1661,770
1662,771
1663,771
1664,771
1665,772
1666,772
1667,772
1668,772
1534,773
1535,773
1669,774
1670,774
1671,775
1672,775
1673,776
1674,776
1675,776
1569,777
1676,778
1677,778
1569,779
1678,779
1679,779
1680,779
1681,779
1682,779
1683,780
1684,780
1685,781
1686,781
1687,781
1688,781
1689,781
1690,781
1691,781
1692,782
1693,783
1694,783
1661,784
1659,784
449,785
1695,786
1696,787
1697,787
1698,787
1699,788
1700,788
1701,788
1702,789
1703,789
1704,789
1534,790
1535,790
1511,791
1705,791
1706,792
1643,792
1707,793
1708,794
1709,794
1710,794
1711,794
186,794
1712,795
1713,795
1714,796
1715,796
1716,796
1717,797
1718,797
1608,798
1610,798
1719,799
1505,799
158,800
1475,801
1720,801
1695,802
1721,802
1722,803
1723,803
1724,803
1725,804
1609,804
1726,804
1727,805
1728,805
1729,805
1730,806
1731,806
1732,806
362,807
1733,807
1636,808
1633,809
1635,809
1734,809
1634,809
138,810
1735,810
1736,811
1737,812
1738,812
1739,812
1740,812
1741,813
1742,813
1743,813
1540,814
1744,815
1745,815
1746,816
1747,817
1531,817
1748,818
1749,819
1750,819
449,819
1751,819
1752,819
1753,819
1754,819
1755,819
1699,819
1700,819
1701,819
1756,819
1757,820
1758,820
2,821
1759,821
1760,822
1761,823
1762,823
1763,824
1764,824
1765,824
1766,824
1588,825
1767,825
1768,825
1609,826
1769,827
1770,827
1771,828
1531,828
1588,829
249,829
1767,829
1772,830
1773,830
1774,830
1545,831
1775,832
158,832
1776,833
672,833
1777,834
1559,835
1778,835
1779,836
1780,836
1781,837
1732,837
1782,838
1783,838
1784,838
1785,838
1786,838
1787,838
1788,839
1789,839
1790,839
1791,839
1792,840
1793,840
1794,840
1795,840
1796,840
1797,840
1798,841
158,842
1799,842
1800,843
1801,843
1802,844
1803,844
1804,844
1805,845
1732,845
1806,846
138,847
1807,847
1808,847
1809,848
1810,848
1811,849
1812,849
1552,850
1553,850
1813,850
1814,850
1718,851
1729,851
1534,852
1815,852
2,853
63,853
1816,854
1531,854
1817,855
1818,855
1673,856
607,857
1756,857
158,858
1819,859
1733,859
1573,860
1588,860
1604,861
1820,862
1821,862
118,863
1822,863
1823,864
1458,864
1824,865
1825,865
1826,866
1827,866
1828,866
1829,866
1830,866
1831,867
1832,868
1833,868
1834,869
1835,869
1836,869
1837,870
1838,870
1839,871
1514,872
1840,872
1841,873
1842,873
1843,873
1844,873
1537,873
1845,873
1846,874
1847,874
1848,875
1849,875
1850,875
1756,876
1851,877
1852,878
1853,878
1854,879
1855,879
1856,880
1857,880
1858,880
1859,880
1860,880
1861,880
1862,881
1863,881
1864,882
1865,882
1866,882
1867,883
1868,883
1869,883
1870,884
1871,884
1872,884
1873,884
1874,885
1805,885
1875,885
1558,885
657,885
783,885
1876,885
1877,885
1633,886
1604,886
1878,886
1879,887
1880,887
1881,887
1882,888
1883,888
1884,889
1885,889
1886,890
1887,890
1888,891
1748,891
1805,892
1877,892
1558,892
1889,893
1890,893
1891,894
1892,894
1534,895
1893,895
1839,896
1894,896
362,897
1895,897
74,898
1896,898
1747,899
1531,899
112,900
1897,900
1815,901
1534,901
1898,902
1899,902
1900,903
1901,903
1902,903
569,904
1742,904
1903,905
746,906
1732,906
1904,907
1905,907
1906,908
1907,908
1908,908
1909,909
1910,909
1911,910
1511,910
1912,910
1913,910
1843,910
140,911
1559,911
1914,911
1915,911
1916,912
1588,913
1767,913
1917,913
1545,914
1918,915
1919,915
1920,915
1921,916
1770,916
1922,917
1923,917
1924,917
1925,918
1926,919
1770,919
118,920
61,920
1927,921
1700,921
1928,921
1929,922
1930,922
177,923
1931,924
1932,924
1933,925
1934,925
1935,925
1936,925
1937,925
1938,925
1939,925
1940,926
1941,926
1756,927
1942,928
1943,928
1944,929
1945,929
60,929
1946,930
1947,930
1948,930
1949,930
329,930
1950,930
1951,930
1579,930
1712,931
1952,931
1953,931
1954,932
1955,932
1956,933
1957,933
1958,934
1959,934
1960,934
1961,935
1962,935
1963,936
158,936
1731,937
1730,937
1964,938
169,938
1965,939
607,939
1756,939
60,940
1966,940
1967,941
1968,941
1969,942
1970,942
593,943
1971,943
1972,944
188,945
169,945
1973,946
1974,946
1975,947
1976,947
1732,947
1977,948
1978,948
541,948
1979,948
1980,948
1981,948
1982,948
1983,949
1938,949
1984,950
1824,951
1825,951
1985,951
1986,951
1987,951
1988,952
1989,952
1775,953
158,953
335,954
1579,954
1990,954
1991,955
1992,955
362,955
106,956
1993,956
1994,956
1995,957
1996,957
1839,958
1997,958
1998,959
177,959
1999,960
2000,961
2001,961
672,961
1659,961
2002,962
449,963
2003,963
2004,963
2005,964
2006,964
2007,964
1815,965
1875,966
2008,966
1558,966
2009,967
207,968
2010,968
2011,968
2012,969
2013,969
1604,970
2014,971
2015,971
1671,972
1545,972
2016,973
2017,974
2018,974
2019,974
60,974
2020,975
2021,975
2022,975
2023,975
138,976
1807,976
136,976
1534,977
1893,977
2008,978
1875,978
1558,978
40,979
39,979
38,979
569,980
1742,980
2024,981
2025,981
1805,982
1875,982
1558,982
1824,982
1877,982
109,983
1545,983
1675,983
2026,984
2027,985
2028,985
541,985
2029,985
2030,985
2031,985
1514,986
2032,987
83,987
2033,987
2034,987
2035,987
84,987
2036,988
2037,988
2038,989
1559,990
2039,990
2040,990
2041,990
1805,991
1875,991
1558,991
1824,991
1877,991
2042,992
2043,992
2044,992
1559,992
2045,992
2046,992
2047,993
2048,993
1730,994
1731,994
94,995
2049,996
2050,996
2051,996
2052,996
2053,997
2054,997
2039,998
2040,998
2055,998
1559,998
2041,998
2056,998
2057,999
2058,999
2059,999
2060,999
2061,1000
1705,1000
1532,1000
2062,1001
2063,1001
473,1001
58,1002
2064,1002
59,1002
2065,1002
60,1002
1712,1003
2066,1003
2067,1003
2068,1004
2069,1004
2070,1004
2071,1005
2072,1006
2073,1006
2074,1006
2075,1006
2076,1006
672,1006
2077,1007
74,1007
2078,1008
2079,1008
2080,1008
2081,1009
1839,1009
74,1010
1097,1010
2082,1010
1943,1010
2083,1010
2084,1011
2085,1011
2086,1011
2087,1011
2088,1012
118,1012
2089,1013
1824,1013
2090,1014
2091,1014
2092,1014
2093,1014
2094,1014
2095,1015
1559,1015
1805,1016
1558,1016
2096,1017
2097,1017
